run_id,session_id,execution_key,experiment_name,program_id,task_id,pattern_label,difficulty,condition,repetition,provider,model,temperature,max_tokens,status,error_type,error_message,faulty_lines,ranking,first_fault_rank,top1,top3,top5,exam,source_line_count,loc,evaluation_denominator,latency,token_usage,prompt_chars,prompt_tokens_estimate,raw_response_path,manifest_hash
f1ba46541d0a247394f6f0a72545bd2d320c55558e6135112bc652a2c3b91625,final-v2-2-low-G-20260913,c8332e2ac73472c283036c47769d1d39a85e5916d75fa9823c19eeb98fcb4de8,algorythm_pattern_prior_pilot_v2_generic,31456138,arc139_c,brute_force_implementation,2406,generic_prior,1,openrouter,z-ai/glm-5.3-flash,0.0,32768,ok,,,[28],"{""ranking"":[{""line"":17,""score"":0.9,""reason"":""Odd-N branch starts at N+1, omitting cell (N,N); count falls short of 3N+M-3, should start at N""},{""line"":10,""score"":0.3,""reason"":""Block loop bounds questionable at even/odd N edge, but seems consistent with construction""},{""line"":23,""score"":0.2,""reason"":""Even-N row fill starting at N-1 may duplicate or miss boundary cells depending on construction""}]}",43,0,0,0,1.0,43,43,43,10.639936458028387,"{""completion_tokens"":713,""completion_tokens_details"":{""audio_tokens"":0,""image_tokens"":0,""reasoning_tokens"":584},""cost"":0.00050515,""cost_details"":{""upstream_inference_completions_cost"":0.0003565,""upstream_inference_cost"":0.00050515,""upstream_inference_prompt_cost"":0.00014865},""is_byok"":false,""prompt_tokens"":1247,""prompt_tokens_details"":{""audio_tokens"":0,""cache_write_tokens"":0,""cached_tokens"":320,""video_tokens"":0},""total_tokens"":1960}",4510,1128,results/final-pilot-v2-2-low/raw/algorythm_pattern_prior_pilot_v2_generic/final-v2-2-low-G-20260913/f1ba46541d0a247394f6f0a72545bd2d320c55558e6135112bc652a2c3b91625.json,9f2db14bd38647e611bed87c72c87f7c934a2c824388751e2969ad4cab9ef8fc
3bb1865deaacce17217512b77a41a26c031ce88053b615175aaea42d7d04591b,final-v2-2-low-G-20260913,4ed7ceb80f30b43593ee21fc3acc0523565264e334efecc91fa4e74c568f3cbd,algorythm_pattern_prior_pilot_v2_generic,31456138,arc139_c,brute_force_implementation,2406,no_prior,1,openrouter,z-ai/glm-5.3-flash,0.0,32768,ok,,,[28],"{""ranking"":[{""line"":23,""score"":0.9,""reason"":""Loop starts at N-1, duplicating (N,N-1)/(N,N) cells already emitted; range should likely start after existing entries""},{""line"":17,""score"":0.7,""reason"":""Odd case starts at N+1, likely should start at N to include (N,N); off-by-one in loop start""},{""line"":10,""score"":0.4,""reason"":""Step-2 loop over rows may misalign 3x3 blocks with N parity""},{""line"":21,""score"":0.3,""reason"":""Boundary check for extra cell may mismatch intended construction""}]}",43,0,0,0,1.0,43,43,43,6.009638666990213,"{""completion_tokens"":354,""completion_tokens_details"":{""audio_tokens"":0,""image_tokens"":0,""reasoning_tokens"":192},""cost"":0.0003012,""cost_details"":{""upstream_inference_completions_cost"":0.000177,""upstream_inference_cost"":0.0003012,""upstream_inference_prompt_cost"":0.0001242},""is_byok"":false,""prompt_tokens"":1084,""prompt_tokens_details"":{""audio_tokens"":0,""cache_write_tokens"":0,""cached_tokens"":320,""video_tokens"":0},""total_tokens"":1438}",3666,917,results/final-pilot-v2-2-low/raw/algorythm_pattern_prior_pilot_v2_generic/final-v2-2-low-G-20260913/3bb1865deaacce17217512b77a41a26c031ce88053b615175aaea42d7d04591b.json,9f2db14bd38647e611bed87c72c87f7c934a2c824388751e2969ad4cab9ef8fc
2b2d480f82a187cdc0f546a22a3d59659a0965cca152f5567fa3b6b1b43e7f7c,final-v2-2-low-G-20260913,94b4de22b3144d1d690c6dff34444b079d1701aa6745ff3b53750d2efb3e79c6,algorythm_pattern_prior_pilot_v2_generic,31456138,arc139_c,brute_force_implementation,2406,generic_prior,2,openrouter,z-ai/glm-5.3-flash,0.0,32768,ok,,,[28],"{""ranking"":[{""line"":28,""score"":0.95,""reason"":""Swap branch prints (u,v) instead of (v,u); identical to else branch, so swap logic is broken""},{""line"":30,""score"":0.3,""reason"":""Both branches identical; swap flag does nothing, but fault likely intended here or line 28""}]}",1,1,1,1,0.023255813953488372,43,43,43,7.127068542002235,"{""completion_tokens"":423,""completion_tokens_details"":{""audio_tokens"":0,""image_tokens"":0,""reasoning_tokens"":338},""cost"":0.00036015,""cost_details"":{""upstream_inference_completions_cost"":0.0002115,""upstream_inference_cost"":0.00036015,""upstream_inference_prompt_cost"":0.00014865},""is_byok"":false,""prompt_tokens"":1247,""prompt_tokens_details"":{""audio_tokens"":0,""cache_write_tokens"":0,""cached_tokens"":320,""video_tokens"":0},""total_tokens"":1670}",4510,1128,results/final-pilot-v2-2-low/raw/algorythm_pattern_prior_pilot_v2_generic/final-v2-2-low-G-20260913/2b2d480f82a187cdc0f546a22a3d59659a0965cca152f5567fa3b6b1b43e7f7c.json,9f2db14bd38647e611bed87c72c87f7c934a2c824388751e2969ad4cab9ef8fc
ae6858b77d61714eb5790b21d17dc2f0e86fca55b474acffaedbf8c2376f2271,final-v2-2-low-G-20260913,0b71d5ee2dda3d8c42327f6e49f0564b79f21dc098a6c0afabc61678b234e6a6,algorythm_pattern_prior_pilot_v2_generic,31456138,arc139_c,brute_force_implementation,2406,no_prior,2,openrouter,z-ai/glm-5.3-flash,0.0,32768,ok,,,[28],"{""ranking"":[{""line"":28,""score"":0.95,""reason"":""swap branch prints (u,v) identically to else; should print (v,u) to undo the N/M swap""},{""line"":23,""score"":0.3,""reason"":""starts at N-1, duplicating cell pair with line 20's (N-1,N) column start; off-by-one possible""},{""line"":10,""score"":0.2,""reason"":""range(1, N-1, 2) end bound may skip/edge misalign for small even N""}]}",1,1,1,1,0.023255813953488372,43,43,43,8.875673167000059,"{""completion_tokens"":592,""completion_tokens_details"":{""audio_tokens"":0,""image_tokens"":0,""reasoning_tokens"":454},""cost"":0.0004586,""cost_details"":{""upstream_inference_completions_cost"":0.000296,""upstream_inference_cost"":0.0004586,""upstream_inference_prompt_cost"":0.0001626},""is_byok"":false,""prompt_tokens"":1084,""prompt_tokens_details"":{""audio_tokens"":0,""cache_write_tokens"":0,""cached_tokens"":0,""video_tokens"":0},""total_tokens"":1676}",3666,917,results/final-pilot-v2-2-low/raw/algorythm_pattern_prior_pilot_v2_generic/final-v2-2-low-G-20260913/ae6858b77d61714eb5790b21d17dc2f0e86fca55b474acffaedbf8c2376f2271.json,9f2db14bd38647e611bed87c72c87f7c934a2c824388751e2969ad4cab9ef8fc
ff53a1c303af1491c1bdeb9b7a5807b6851b05dbc3c037f3d8bdf49e37fd4b53,final-v2-2-low-G-20260913,c8ba09742526fed9d3f99b550a7d1a42b31f0f278c5061699b2142bb51bd377b,algorythm_pattern_prior_pilot_v2_generic,31456138,arc139_c,brute_force_implementation,2406,generic_prior,3,openrouter,z-ai/glm-5.3-flash,0.0,32768,ok,,,[28],"{""ranking"":[{""line"":28,""score"":0.95,""reason"":""When swap=1 coordinates should be printed transposed (v,u); both branches print u,v identically, so swap is ineffective.""},{""line"":10,""score"":0.4,""reason"":""Loop bound range(1,N-1,2) may include i=N-2 for odd N, making 3x3 block extend to row/col N and conflict with later appends.""},{""line"":23,""score"":0.3,""reason"":""Range starts at N-1, appending (N,N-1) and (N,N) which may duplicate cells already emitted by the 3x3 blocks.""},{""line"":38,""score"":0.2,""reason"":""After swap, condition M>N is never true when swap occurred; assertion logic may mismatch intended case split.""}]}",1,1,1,1,0.023255813953488372,43,43,43,10.490783000015654,"{""completion_tokens"":816,""completion_tokens_details"":{""audio_tokens"":0,""image_tokens"":0,""reasoning_tokens"":613},""cost"":0.00044913,""cost_details"":{""upstream_inference_completions_cost"":0.000408,""upstream_inference_cost"":0.00044913,""upstream_inference_prompt_cost"":4.113e-05},""is_byok"":false,""prompt_tokens"":1247,""prompt_tokens_details"":{""audio_tokens"":0,""cache_write_tokens"":0,""cached_tokens"":1216,""video_tokens"":0},""total_tokens"":2063}",4510,1128,results/final-pilot-v2-2-low/raw/algorythm_pattern_prior_pilot_v2_generic/final-v2-2-low-G-20260913/ff53a1c303af1491c1bdeb9b7a5807b6851b05dbc3c037f3d8bdf49e37fd4b53.json,9f2db14bd38647e611bed87c72c87f7c934a2c824388751e2969ad4cab9ef8fc
c06ed7ce86c0212e3cc8da032cb28e7109317ed176271b94108665b571c4ac71,final-v2-2-low-G-20260913,a48b6e4f2c79ee44e5c7549d02d2fd557fd26d761caeb82f86db915a00bd1345,algorythm_pattern_prior_pilot_v2_generic,31456138,arc139_c,brute_force_implementation,2406,no_prior,3,openrouter,z-ai/glm-5.3-flash,0.0,32768,ok,,,[28],"{""ranking"":[{""line"":28,""score"":0.95,""reason"":""When swap=1 coordinates were transposed (N,M swapped), so output should print (v,u) not (u,v); both branches identical.""},{""line"":10,""score"":0.3,""reason"":""Loop bound N-1 for 3x3 blocks may be off-by-one for certain odd N values; block cells must fit within grid.""},{""line"":23,""score"":0.2,""reason"":""Starts at N-1, could duplicate or misalign with cells appended earlier in even-N case.""}]}",1,1,1,1,0.023255813953488372,43,43,43,8.41909137496259,"{""completion_tokens"":543,""completion_tokens_details"":{""audio_tokens"":0,""image_tokens"":0,""reasoning_tokens"":400},""cost"":0.00031122,""cost_details"":{""upstream_inference_completions_cost"":0.0002715,""upstream_inference_cost"":0.00031122,""upstream_inference_prompt_cost"":3.972e-05},""is_byok"":false,""prompt_tokens"":1084,""prompt_tokens_details"":{""audio_tokens"":0,""cache_write_tokens"":0,""cached_tokens"":1024,""video_tokens"":0},""total_tokens"":1627}",3666,917,results/final-pilot-v2-2-low/raw/algorythm_pattern_prior_pilot_v2_generic/final-v2-2-low-G-20260913/c06ed7ce86c0212e3cc8da032cb28e7109317ed176271b94108665b571c4ac71.json,9f2db14bd38647e611bed87c72c87f7c934a2c824388751e2969ad4cab9ef8fc
b8cdeba4ab2cf06f813e8e7013ef9da99a58dbf3e62dac1b4a9d6fd2dce5584c,final-v2-2-low-G-20260913,97d5bfa9a8e57d773dcfc7dafac2d8b77fa421eebe7ecfe6526b12d2075395a1,algorythm_pattern_prior_pilot_v2_generic,31456138,arc139_c,brute_force_implementation,2406,generic_prior,4,openrouter,z-ai/glm-5.3-flash,0.0,32768,ok,,,[28],"{""ranking"":[{""line"":10,""score"":0.9,""reason"":""range(1, N-1, 2) skips the last 3-row block when N is odd; likely should be range(1, N, 2)""},{""line"":23,""score"":0.6,""reason"":""starts at N-1, duplicating pairs near the (N-1,N) cells already added; suspect off-by-one in start bound""},{""line"":17,""score"":0.4,""reason"":""odd-N branch starts at N+1, missing column N; possibly should start at N""},{""line"":20,""score"":0.3,""reason"":""special-case pair (N-1,N) may not fit intended construction pattern for even N""}]}",43,0,0,0,1.0,43,43,43,7.149367916979827,"{""completion_tokens"":520,""completion_tokens_details"":{""audio_tokens"":0,""image_tokens"":0,""reasoning_tokens"":339},""cost"":0.00030113,""cost_details"":{""upstream_inference_completions_cost"":0.00026,""upstream_inference_cost"":0.00030113,""upstream_inference_prompt_cost"":4.113e-05},""is_byok"":false,""prompt_tokens"":1247,""prompt_tokens_details"":{""audio_tokens"":0,""cache_write_tokens"":0,""cached_tokens"":1216,""video_tokens"":0},""total_tokens"":1767}",4510,1128,results/final-pilot-v2-2-low/raw/algorythm_pattern_prior_pilot_v2_generic/final-v2-2-low-G-20260913/b8cdeba4ab2cf06f813e8e7013ef9da99a58dbf3e62dac1b4a9d6fd2dce5584c.json,9f2db14bd38647e611bed87c72c87f7c934a2c824388751e2969ad4cab9ef8fc
9d71e74414dbedbb9c6a2db073e913a67bf7e7dccd24768915b09ce1b8d78a1d,final-v2-2-low-G-20260913,d4187fc1e1103d4e7fdf7e6c98d909bee71aa6331cf19eb8d28d9a1a45366b3f,algorythm_pattern_prior_pilot_v2_generic,31456138,arc139_c,brute_force_implementation,2406,no_prior,4,openrouter,z-ai/glm-5.3-flash,0.0,32768,ok,,,[28],"{""ranking"":[{""line"":10,""score"":0.8,""reason"":""Loop range(1, N-1, 2) may skip the last 3x3 block for odd/even N, missing required cells.""},{""line"":23,""score"":0.6,""reason"":""Starts at i=N-1, duplicating cells added at lines 20/22, causing uniqueness failure.""},{""line"":17,""score"":0.3,""reason"":""Odd-N extension loop start N+1 may miss column N pairing.""}]}",43,0,0,0,1.0,43,43,43,5.273330790980253,"{""completion_tokens"":336,""completion_tokens_details"":{""audio_tokens"":0,""image_tokens"":0,""reasoning_tokens"":205},""cost"":0.00020772,""cost_details"":{""upstream_inference_completions_cost"":0.000168,""upstream_inference_cost"":0.00020772,""upstream_inference_prompt_cost"":3.972e-05},""is_byok"":false,""prompt_tokens"":1084,""prompt_tokens_details"":{""audio_tokens"":0,""cache_write_tokens"":0,""cached_tokens"":1024,""video_tokens"":0},""total_tokens"":1420}",3666,917,results/final-pilot-v2-2-low/raw/algorythm_pattern_prior_pilot_v2_generic/final-v2-2-low-G-20260913/9d71e74414dbedbb9c6a2db073e913a67bf7e7dccd24768915b09ce1b8d78a1d.json,9f2db14bd38647e611bed87c72c87f7c934a2c824388751e2969ad4cab9ef8fc
e3714e8fb800b23c0d2f6024e0bedf392d1b845cd3fd4651fa60f7366e5ddda5,final-v2-2-low-G-20260913,ba9f0f1d6fc113143543c4862fd65c738e5d3e6066ef356ebf3a64639e6d80e9,algorythm_pattern_prior_pilot_v2_generic,31456138,arc139_c,brute_force_implementation,2406,generic_prior,5,openrouter,z-ai/glm-5.3-flash,0.0,32768,ok,,,[28],"{""ranking"":[{""line"":10,""score"":0.85,""reason"":""3x3 blocks occupy rows/cols i+1..i+3, so step should be 3, not 2; step 2 causes overlapping/overflow blocks""},{""line"":23,""score"":0.7,""reason"":""start N-1 likely off: (N,N-1) may duplicate or exceed intended column set; bounds suspect""},{""line"":28,""score"":0.6,""reason"":""swap branch prints (u,v) same as else; should print swapped (v,u), making swap flag useless""},{""line"":16,""score"":0.35,""reason"":""parity branch may misroute boundary handling when N==M""},{""line"":21,""score"":0.3,""reason"":""inclusive bound check may add cell violating expected count""}]}",3,0,1,1,0.06976744186046512,43,43,43,14.178518957982305,"{""completion_tokens"":1125,""completion_tokens_details"":{""audio_tokens"":0,""image_tokens"":0,""reasoning_tokens"":924},""cost"":0.00060363,""cost_details"":{""upstream_inference_completions_cost"":0.0005625,""upstream_inference_cost"":0.00060363,""upstream_inference_prompt_cost"":4.113e-05},""is_byok"":false,""prompt_tokens"":1247,""prompt_tokens_details"":{""audio_tokens"":0,""cache_write_tokens"":0,""cached_tokens"":1216,""video_tokens"":0},""total_tokens"":2372}",4510,1128,results/final-pilot-v2-2-low/raw/algorythm_pattern_prior_pilot_v2_generic/final-v2-2-low-G-20260913/e3714e8fb800b23c0d2f6024e0bedf392d1b845cd3fd4651fa60f7366e5ddda5.json,9f2db14bd38647e611bed87c72c87f7c934a2c824388751e2969ad4cab9ef8fc
fbfdbd43150ceb83ae7734c5aeb22b2420c919470191fd76bcd9519ac64cb09b,final-v2-2-low-G-20260913,e7188f4cbf9b0ab1df4927f4096fe0ffa1cca52eb7e143120db8fceb8749867a,algorythm_pattern_prior_pilot_v2_generic,31456138,arc139_c,brute_force_implementation,2406,no_prior,5,openrouter,z-ai/glm-5.3-flash,0.0,32768,ok,,,[28],"{""ranking"":[{""line"":23,""score"":0.9,""reason"":""Loop starts at N-1, duplicating (N-1,N) already appended at line 20, causing repeated cells and failing uniqueness assert/tests.""},{""line"":20,""score"":0.4,""reason"":""Appending (N-1,N) separately conflicts with the subsequent loop's starting point at N-1.""},{""line"":10,""score"":0.3,""reason"":""range(1, N-1, 2) may skip or include boundary blocks incorrectly for small or odd N.""},{""line"":27,""score"":0.2,""reason"":""Swap branch prints (u,v) identically to else; swap intended to transpose but never does.""}]}",43,0,0,0,1.0,43,43,43,5.287718459032476,"{""completion_tokens"":306,""completion_tokens_details"":{""audio_tokens"":0,""image_tokens"":0,""reasoning_tokens"":128},""cost"":0.00019272,""cost_details"":{""upstream_inference_completions_cost"":0.000153,""upstream_inference_cost"":0.00019272,""upstream_inference_prompt_cost"":3.972e-05},""is_byok"":false,""prompt_tokens"":1084,""prompt_tokens_details"":{""audio_tokens"":0,""cache_write_tokens"":0,""cached_tokens"":1024,""video_tokens"":0},""total_tokens"":1390}",3666,917,results/final-pilot-v2-2-low/raw/algorythm_pattern_prior_pilot_v2_generic/final-v2-2-low-G-20260913/fbfdbd43150ceb83ae7734c5aeb22b2420c919470191fd76bcd9519ac64cb09b.json,9f2db14bd38647e611bed87c72c87f7c934a2c824388751e2969ad4cab9ef8fc
